"id_keyphrase";"keyphrase";"stemmed_keyphrase"
2584;"Genome-based peptide fingerprint scanning";"genome-based peptide fingerprint scan"
2585;"Genomespace";"genomespac"
2586;"Genotype";"genotyp"
2587;"Genotypic variance";"genotypic vari"
2588;"GENSCAN";"genscan"
2589;"Gentzen`s consistency proof";"gentzen`s consistency proof"
2590;"Geo";"geo"
2591;"Geo warping";"geo warp"
2592;"Geocodes";"geocod"
2593;"Geodesic convexity";"geodesic convex"
2594;"Geodesic grid";"geodesic grid"
2595;"Geographic taxonomies";"geographic taxonomi"
2596;"Geographical cluster";"geographical clust"
2597;"Geometric feature learning";"geometric feature learn"
2598;"Geometric hashing";"geometric hash"
2599;"Geometric integrator";"geometric integr"
2600;"Geometric median";"geometric median"
2601;"Geometric programming";"geometric program"
2602;"geometrical";"geometr"
2603;"Geometry";"geometri"
2604;"Geometry Expert";"geometry expert"
2605;"Geometry of numbers";"geometry of numb"
2606;"GeoNames";"geonam"
2607;"Geopolitical ontology";"geopolitical ontolog"
2608;"George Lakoff";"george lakoff"
2609;"Gerhard Gentzen";"gerhard gentzen"
2610;"GermaNet";"germanet"
2611;"Gerrit";"gerrit"
2612;"Gesture recognition";"gesture recognit"
2613;"GFP-cDNA";"gfp-cdna"
2614;"GLIMMER";"glimmer"
2615;"Glitch";"glitch"
2616;"Glitch art";"glitch art"
2617;"Glitching";"glitch"
2618;"Glob";"glob"
2619;"Global Arrays";"global arrai"
2620;"Global distance test";"global distance test"
2621;"Global field";"global field"
2622;"Global optimization";"global optim"
2623;"Global optimum and Local optimum";"global optimum and local optimum"
2624;"Global population model";"global population model"
2625;"Global Public Health Intelligence Network";"global public health intelligence network"
2626;"GlobeStar Systems";"globestar system"
2627;"Glottochronology";"glottochronolog"
2628;"Glue code";"glue cod"
2629;"Glycoinformatics";"glycoinformat"
2630;"Gnits standards";"gnits standard"
2631;"Gnome sort";"gnome sort"
2632;"GNOWSYS";"gnowsi"
2633;"GNU";"gnu"
2634;"GNU General Public Licenceidentifier";"gnu general public licenceidentifi"
2635;"GNUstepWeb";"gnustepweb"
2636;"GOAL agent programming language";"goal agent programming languag"
2637;"Goal-oriented Requirements Language";"goal-oriented requirements languag"
2638;"Gödel`s incompleteness theorems";"gödel`s incompleteness theorem"
2639;"Goertzel algorithm";"goertzel algorithm"
2640;"Golaem Crowd";"golaem crowd"
2641;"Golay code";"golay cod"
2642;"GOLD";"gold"
2643;"Goldbach`s conjecture";"goldbach`s conjectur"
2644;"Goldbach`s weak conjecture";"goldbach`s weak conjectur"
2645;"Golden section search";"golden section search"
2646;"Golem";"golem"
2647;"Good Old Fashioned AI";"good old fashioned ai"
2648;"Google Squared";"google squar"
2649;"Goppa code";"goppa cod"
2650;"GoPubMed";"gopubm"
2651;"GOR method";"gor method"
2652;"Gordon Guyatt";"gordon guyatt"
2653;"Gordon Pask";"gordon pask"
2654;"GORITE";"gorit"
2655;"Gorn address";"gorn address"
2656;"Gotcha";"gotcha"
2657;"GPL";"gpl"
2658;"GQM";"gqm"
2659;"GQM+Strategies";"gqm+strategi"
2660;"GrabCut";"grabcut"
2661;"Gradient boosting";"gradient boost"
2662;"Gradient descent";"gradient desc"
2663;"Gradient method";"gradient method"
2664;"gradient-based optimization";"gradient-based optim"
2665;"Grading Open Service Interface Definition";"grading open service interface definit"
2666;"Graeffe`s method";"graeffe`s method"
2667;"Grafting";"graft"
2668;"Gramian matrix";"gramian matrix"
2669;"Grammar induction";"grammar induct"
2670;"Grammar systems theory";"grammar systems theori"
2671;"Grammar";"grammar"
2672;"Grammar-based code";"grammar-based cod"
2673;"Grammatical evolution";"grammatical evolut"
2674;"Grammatik";"grammatik"
2675;"Gram–Schmidt process";"gram–schmidt process"
2676;"Graph";"graph"
2677;"Graph cut segmentation";"graph cut segment"
2678;"Graph exploration algorithm";"graph exploration algorithm"
2679;"Graph two-coloring";"graph two-color"
2680;"Graphical models for protein structure";"graphical models for protein structur"
2681;"Graphical user interface";"graphical user interfac"
2682;"Graphics hardware";"graphics hardwar"
2683;"Graphics processing units";"graphics processing unit"
2684;"GraphLab";"graphlab"
2685;"Graph-structured stack";"graph-structured stack"
2686;"GRASP";"grasp"
2687;"Grassfire Transform";"grassfire transform"
2688;"Gray level size zone matrix";"gray level size zone matrix"
2689;"GRDDL";"grddl"
2690;"Great Deluge algorithm";"great deluge algorithm"
2691;"Greatest common divisor";"greatest common divisor"
2692;"Grid computing";"grid comput"
2693;"Griesmer bound";"griesmer bound"
2694;"Grist";"grist"
2695;"Grosch`s Law";"grosch`s law"
2696;"Grossberg network";"grossberg network"
2697;"group analysis";"group analysi"
2698;"Group code";"group cod"
2699;"Group key";"group kei"
2700;"Group method of data handling";"group method of data handl"
2701;"Group object";"group object"
2702;"Groupoid";"groupoid"
2703;"Grover`s algorithm";"grover`s algorithm"
2704;"GrowCut algorithm";"growcut algorithm"
2705;"Growing self-organizing map";"growing self-organizing map"
2706;"growing window";"growing window"
2707;"Grum botnet";"grum botnet"
2708;"Guard";"guard"
2709;"Guard digit";"guard digit"
2710;"Guess value";"guess valu"
2711;"GUI";"gui"
2712;"Guided Local Search";"guided local search"
2713;"gulf of evaluation";"gulf of evalu"
2714;"gulf of execution";"gulf of execut"
2715;"Gumblar";"gumblar"
2716;"Gunk";"gunk"
2717;"Gunning transceiver logic";"gunning transceiver log"
2718;"Gustafson`s law";"gustafson`s law"
2719;"GV-linear-code";"gv-linear-cod"
2720;"Gynoid";"gynoid"
2721;"GYRO";"gyro"
2722;"Gyrokinetic ElectroMagnetic";"gyrokinetic electromagnet"
2723;"Giant Global Graph";"giant global graph"
2724;"Gibbs` inequality";"gibbs` inequ"
2725;"Gibbs sampling";"gibbs sampl"
2726;"Gilbert–Varshamov bound";"gilbert–varshamov bound"
2727;"Gilbreath`s conjecture";"gilbreath`s conjectur"
2728;"Gillespie algorithm";"gillespie algorithm"
2729;"GIMIAS";"gimia"
2730;"Girvan–Newman algorithm";"girvan–newman algorithm"
2731;"Giuseppe Peano";"giuseppe peano"
2732;"Givens rotation";"givens rot"
2733;"H tree";"h tree"
2734;"Haar-like features";"haar-like featur"
2735;"habituation";"habitu"
2736;"Hacker";"hacker"
2737;"Hackystat";"hackystat"
2738;"Hadamard code";"hadamard cod"
2739;"Halley`s method";"halley`s method"
2740;"Halstead complexity measures";"halstead complexity measur"
2741;"Halting probability";"halting prob"
2742;"Halting problem";"halting problem"
2743;"Halton sequences";"halton sequ"
2744;"Hamiltonian";"hamiltonian"
2745;"Hamiltonian cycle problem";"hamiltonian cycle problem"
2746;"Hamiltonian path";"hamiltonian path"
2747;"Hamiltonian path problem";"hamiltonian path problem"
2748;"Hamilton–Jacobi–Bellman equation";"hamilton–jacobi–bellman equ"
2749;"Hamming bound";"hamming bound"
2750;"Hamming code";"hamming cod"
2751;"Hamming distance";"hamming dist"
2752;"Hamming scheme";"hamming schem"
2753;"Hamming space";"hamming spac"
2754;"Hamming weight";"hamming weight"
2755;"Hamming(7,4)";"hamming(7,4)"
2756;"Hand coding";"hand cod"
2757;"handheld devices";"handheld devic"
2758;"Handshaking stages";"handshaking stag"
2759;"Handwriting recognition";"handwriting recognit"
2760;"Hankel transform";"hankel transform"
2761;"Happy path";"happy path"
2762;"Haptic";"haptic"
2763;"Harald Ganzinger";"harald ganzing"
2764;"Hardness of approximation";"hardness of approxim"
2765;"Hardware bugs";"hardware bug"
2766;"Hardware random number generator";"hardware random number gener"
2767;"Harmonious coloring";"harmonious color"
2768;"Harmony search";"harmony search"
2769;"HARP";"harp"
2770;"Harris affine region detector HDCI";"harris affine region detector hdci"
2771;"Harris corner detector";"harris corner detector"
2772;"Hartmann pipeline";"hartmann pipelin"
2773;"Hartogs number";"hartogs numb"
2774;"Hartogs–Rosenthal theorem";"hartogs–rosenthal theorem"
2775;"Hartree product";"hartree product"
2776;"Hartree–Fock method";"hartree–fock method"
2777;"Hash";"hash"
2778;"Hash array mapped trie";"hash array mapped tri"
2779;"Hash list";"hash list"
2780;"Hash table";"hash tabl"
2781;"Hash tree";"hash tre"
2782;"Hash trie";"hash tri"
2783;"HashClash";"hashclash"
2784;"Hashed array tree";"hashed array tre"
2785;"Hashing";"hash"
2786;"Hashing-Trick";"hashing-trick"
2787;"Haskell compilers";"haskell compil"
2788;"Haskell Curry";"haskell curri"
2789;"Hasse principle";"hasse principl"
2790;"Hasse–Minkowski theorem";"hasse–minkowski theorem"
2791;"Haswell";"haswel"
2792;"HAtom";"hatom"
2793;"Haystack";"haystack"
2794;"Hazard";"hazard"
2795;"Hazard analysis";"hazard analysi"
2796;"Hazard ratio";"hazard ratio"
2797;"HB plot";"hb plot"
2798;"HCalendar";"hcalendar"
2799;"HCard";"hcard"
2800;"HCMOS";"hcmo"
2801;"HDR PhotoStudio";"hdr photostudio"
2802;"Head-driven phrase structure grammar";"head-driven phrase structure grammar"
2803;"Health 3.0";"health 3.0"
2804;"Health care analytics";"health care analyt"
2805;"Health indicator";"health ind"
2806;"Health Informatics Service Architecture";"health informatics service architectur"
2807;"Health Level 7";"health level 7"
2808;"Healthcare Cost and Utilization Project";"healthcare cost and utilization project"
2809;"Healthcare error proliferation model";"healthcare error proliferation model"
2810;"Healthcare Information Technology Standards Panel";"healthcare information technology standards panel"
2811;"Healthcare Services Specification Project";"healthcare services specification project"
2812;"HealthFlow";"healthflow"
2813;"Heap";"heap"
2814;"Heaps";"heap"
2815;"Heapsort";"heapsort"
2816;"Heart rate variability";"heart rate vari"
2817;"Heat kernel signature";"heat kernel signatur"
2818;"Heat map";"heat map"
2819;"Hecke operator";"hecke oper"
2820;"Heightmap";"heightmap"
2821;"Hello world program";"hello world program"
2822;"Helmholtz machine";"helmholtz machin"
2823;"Help Fight Childhood Cancer";"help fight childhood canc"
2824;"Herbrand Universe";"herbrand univers"
2825;"Hermite interpolation";"hermite interpol"
2826;"Hermite spline";"hermite splin"
2827;"Hertzsprung–Russell classifications?";"hertzsprung–russell classifications?"
2828;"Hessian affine region detector";"hessian affine region detector"
2829;"Heun`s method";"heun`s method"
2830;"Hexacode";"hexacod"
2831;"Hexadecimal Notation";"hexadecimal not"
2832;"Hexapod";"hexapod"
2833;"Hick`s law";"hick`s law"
2834;"Hidden algebra";"hidden algebra"
2835;"Hidden exponent RSA";"hidden exponent rsa"
2836;"Hidden line removal";"hidden line remov"
2837;"Hidden Markov models";"hidden markov model"
2838;"Hidden surface determination";"hidden surface determin"
2839;"Hierarchical";"hierarch"
2840;"hierarchical agglomerative clustering";"hierarchical agglomerative clust"
2841;"Hierarchical clustering";"hierarchical clust"
2842;"Hierarchical control system";"hierarchical control system"
2843;"hierarchical mixture of experts";"hierarchical mixture of expert"
2844;"Hierarchical RBF";"hierarchical rbf"
2845;"Hierarchical temporal memory";"hierarchical temporal memori"
2846;"hierarchy chart";"hierarchy chart"
2847;"Hierarchy Open Service Interface Definition";"hierarchy open service interface definit"
2848;"High Threshold Logic";"high threshold log"
2849;"Higher-order logic";"higher-order log"
2850;"Higher-order spline";"higher-order splin"
2851;"high-level language";"high-level languag"
2852;"High-Level Scheduler";"high-level schedul"
2853;"Highly composite number";"highly composite numb"
2854;"Highly optimized tolerance";"highly optimized toler"
2855;"High-performance computing";"high-performance comput"
2856;"High-resolution scheme";"high-resolution schem"
2857;"High-speed transceiver logic";"high-speed transceiver log"
2858;"High-voltage differential signaling";"high-voltage differential sign"
2859;"Hilbert basis";"hilbert basi"
2860;"Hilbert matrix";"hilbert matrix"
2861;"Hilbert R-tree";"hilbert r-tre"
2862;"Hilbert system";"hilbert system"
2863;"Hilbert–Pólya conjecture";"hilbert–pólya conjectur"
2864;"Hilbert`s program";"hilbert`s program"
2865;"Hilbert`s seventh problem";"hilbert`s seventh problem"
2866;"Himmelblau`s function";"himmelblau`s funct"
2867;"Hinge loss";"hinge loss"
2868;"HipNav";"hipnav"
2869;"Hippocampus";"hippocampu"
2870;"Hirchman uncertainty";"hirchman uncertainti"
2871;"Hirschberg`s algorithm";"hirschberg`s algorithm"
2872;"histogram";"histogram"
2873;"Histogram equalization";"histogram equ"
2874;"Histogram matching";"histogram match"
2875;"historical linguistics";"historical linguist"
2876;"historical-comparative linguistics";"historical-comparative linguist"
2877;"History of computers";"history of comput"
2878;"History of computing hardware";"history of computing hardwar"
2879;"History of cryptography";"history of cryptographi"
2880;"history of linguistics";"history of linguist"
2881;"HITRUST";"hitrust"
2882;"HIV Drug Resistance Database";"hiv drug resistance databas"
2883;"HL7 Services Aware Interoperability Framework";"hl7 services aware interoperability framework"
2884;"HMAC";"hmac"
2885;"HMMER";"hmmer"
2886;"Hoare logic";"hoare log"
2887;"HOCR";"hocr"
2888;"HOL theorem prover";"hol theorem prov"
2889;"hold out";"hold out"
2890;"Hom functor";"hom functor"
2891;"HomoloGene";"homologen"
2892;"Homology modeling";"homology model"
2893;"Homological algebra";"homological algebra"
2894;"Homomorphic filtering";"homomorphic filt"
2895;"Homotopy type theory";"homotopy type theori"
2896;"HOOD method";"hood method"
2897;"Hopcroft–Karp algorithm";"hopcroft–karp algorithm"
2898;"Hopfield network";"hopfield network"
2899;"Horizontal correlation";"horizontal correl"
2900;"Hornbostel-Sachs";"hornbostel-sach"
2901;"Horner`s method";"horner`s method"
2902;"Hosaka plot";"hosaka plot"
2903;"Hospital information system";"hospital information system"
2904;"Hospital Records Database";"hospital records databas"
2905;"Host";"host"
2906;"Host-to-host VPN";"host-to-host vpn"
2907;"Hotfix";"hotfix"
2908;"Hough transform";"hough transform"
2909;"Householder operator";"householder oper"
2910;"Householder transformation";"householder transform"
2911;"Householder`s method";"householder`s method"
2912;"Hozo";"hozo"
2913;"HProduct";"hproduct"
2914;"Hqx";"hqx"
2915;"HRecipe";"hrecip"
2916;"HResume";"hresum"
2917;"HReview";"hreview"
2918;"HRHIS";"hrhi"
2919;"Hrushovski construction";"hrushovski construct"
2920;"HTML";"html"
2921;"Huber loss function";"huber loss funct"
2922;"HubMed";"hubm"
2923;"Huffman encoding";"huffman encod"
2924;"Huge cardinal";"huge cardin"
2925;"human action cycle";"human action cycl"
2926;"human interface device";"human interface devic"
2927;"Human language technology";"human language technolog"
2928;"Human Metabolome Database";"human metabolome databas"
2929;"Human Proteinpedia";"human proteinpedia"
